Participant,W2V Words,W2V Switches,S2V Words,S2V Switches
CAS-674,0.0,,0.7075974763331351,
CAS-674,0.7145779149871908,,0.7101948048840258,
CAS-674,0.0,,0.0,
CAS-674,0.0,,0.0,
CAS-674,0.4958711032494342,,0.46965686552140634,
CAS-674,0.8378177294278359,,0.7681389064993795,
CAS-674,0.7028733196986345,,,0.5998169732396196
CAS-674,,0.6723626545093575,0.6544465470015608,
CAS-674,0.7121667253014342,,0.6602788468981106,
CAS-674,0.6509910535696963,,0.5541445988755137,
CAS-674,0.0,,0.0,
CAS-674,0.0,,0.0,
CAS-674,0.688534112920867,,0.7408621547818116,
CAS-674,0.5895704859229635,,0.50496696731492,
CAS-674,,0.404758230648378,,0.43718126548837277
CAU-667,2.0,,2.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.4998827100630846,,0.5678815124945602,
CAU-667,0.300271726851348,,0.5715236693926679,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.3935848547854148,,0.39632018213660797,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.6184299079694379,,0.5268219679745232,
CAU-667,0.5570043443690704,,0.4031858795975454,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,1.0000000000000002,,1.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.7334882084465411,,0.7044682582263694,
CAU-667,0.546235350099902,,0.46125498633802225,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.5701722100816438,,0.5005677343406025,
CAU-667,0.7190114025783182,,0.6403085216700128,
CAU-667,0.0,,0.5346275864257454,
CAU-667,0.0,,0.0,
CAU-667,0.0,,0.0,
CAU-667,0.7227680387508737,,0.7144051594165327,
CAU-667,,0.5860321973914239,,0.5737210558748866
CAU-667,0.6792485709942788,,0.683784327768505,
CAU-667,,0.6287027046801817,,0.5024871979103146
CAU-667,0.7170601179541426,,0.6955588049291286,
CAV-678,2.0,,2.0,
CAV-678,0.7113119291740693,,0.675170086489144,
CAV-678,0.6841970599865758,,0.548474609436829,
CAV-678,0.546235350099902,,0.46125498633802225,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.0,
CAV-678,0.8378177294278359,,0.7681389064993795,
CAV-678,0.41216494102879014,,0.3098987969102535,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.5010219268487949,
CAV-678,0.0,,0.5695448856770815,
CAV-678,0.4998827100630846,,0.5678815124945602,
CAV-678,,0.3241151310566368,,0.44161393834564194
CAV-678,0.702920170799248,,0.6487208618979906,
CAV-678,0.635502469246306,,0.5279839090666951,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.0,
CAV-678,0.0,,0.0,
CAV-678,0.6356534508567281,,0.6015084116028133,
CAV-678,0.688534112920867,,0.7408621547818116,
CAV-678,0.0,,0.5903464991128957,
CAV-678,0.0,,0.537519691400082,
CAV-678,0.46999164100257157,,,0.4769103657155558
CAV-678,0.5641084534286992,,0.5722194589526469,
CAV-678,,0.32251628890857575,,0.304816490463938
CAY-681,2.0,,2.0,
CAY-681,0.6691336028976156,,0.6301417547393656,
CAY-681,0.0,,0.0,
CAY-681,0.0,,0.0,
CAY-681,0.8745785976068601,,0.8628857048123819,
CAY-681,0.49931222870397834,,0.5735850694637543,
CAY-681,0.0,,0.0,
CAY-681,0.0,,0.0,
CAY-681,0.4639117094582032,,0.5580438536318,
CAY-681,0.5615997771063229,,,0.5359067864120637
CAY-681,0.5832538620464783,,0.5752472392403888,
CAY-681,0.6106576802177032,,0.652047750143796,
CAY-681,1.0,,1.0,
CAY-681,0.6928588633094876,,0.5777680013292863,
CAY-681,,0.6659030571317933,,0.5652194146499413
CAY-681,1.0000000000000002,,1.0000000000000002,
CAY-681,0.585177345473308,,0.5210273924610193,
CAY-681,0.0,,0.0,
CAY-681,0.0,,0.0,
CAY-681,0.14006405190465276,,0.06529746074416039,
CAY-681,0.38347033324038327,,0.43469386021869,
CAY-681,,0.0,,0.0
CBD-686,2.0,,2.0,
CBD-686,,0.0,,0.0
CBD-686,0.7235815449499674,,0.7005668500595651,
CBD-686,0.0,,0.5742867500191365,
CBD-686,0.0,,0.0,
CBD-686,0.0,,0.0,
CBD-686,0.6166469810256057,,0.5084019850168776,
CBD-686,0.3803838396806425,,0.46317621926490904,
CBD-686,,0.17741993795591957,,0.30594708780634994
CBD-686,0.48724259847293905,,0.5358134808781309,
CBD-686,0.5550634346965172,,,0.528289235369817
CBD-686,0.7091533035480978,,0.6942920222554343,
CBD-686,0.688534112920867,,0.7408621547818116,
CBD-686,0.688534112920867,,0.7408621547818116,
CBD-686,0.2697328300742415,,0.2508230592037432,
CBD-686,0.0,,0.0,
CBD-686,0.0,,0.0,
CBD-686,0.7433118891653093,,0.6439075247344901,
CBD-686,0.773668018005576,,0.7265640563586404,
CBD-686,,0.5411457679800212,,0.5828772091711842
CBD-686,0.7991314288295074,,0.7811424229383546,
CBF-691,2.0,,2.0,
CBF-691,0.5811393626954854,,0.6330656576107478,
CBF-691,0.5002570963765797,,0.43812555716050205,
CBF-691,0.0,,0.0,
CBF-691,0.0,,0.0,
CBF-691,0.8378177294278359,,0.7681389064993795,
CBF-691,,0.25321088189149266,,0.27993741349212015
CBF-691,0.30659688890707704,,0.31744206292017974,
CBF-691,0.3566098097514717,,0.3869972372028562,
CBF-691,0.0,,0.0,
CBF-691,0.0,,0.0,
CBF-691,0.0,,0.0,
CBF-691,0.0,,0.0,
CBF-691,0.803002946563213,,0.7089916217190787,
CBF-691,,0.6601180266653127,0.6471580668109819,
CBF-691,0.7489105643269142,,,0.586309033895608
CBF-691,0.6249386700198256,,0.6177898909447962,
CBF-691,,0.460364108583747,,0.5766423910779581
CBH-693,2.0,,2.0,
CBH-693,,0.5811393626954854,0.6330656576107478,
CBH-693,0.8457700314341968,,0.6053824827930463,
CBH-693,0.6920276442990134,,,0.5909479070188611
CBH-693,0.5321625279269786,,0.6446731210662036,
CBH-693,0.5188062721446711,,0.5540426115602499,
CBH-693,,0.5050713847992001,,0.4594666323322247
CBH-693,0.6682775356790593,,0.5968888112033293,
CBH-693,0.5380441078120208,,,0.468271392463275
CBH-693,0.4998827100630846,,0.5678815124945602,
CBH-693,,0.17741993795591957,,0.30594708780634994
CBH-693,1.0000000000000002,,1.0,
CBH-693,0.377094020756031,,0.35872342877368857,
CBH-693,0.0,,0.0,
CBH-693,0.0,,0.0,
CBH-693,0.0,,0.0,
CBH-693,0.0,,0.0,
CBH-693,0.6947537403681799,,0.54713027030339,
CBH-693,0.5308081345067499,,0.4292690781973466,
CBH-693,0.0,,0.0,
CBH-693,0.0,,0.0,
CBH-693,0.8378177294278359,,0.7681389064993795,
CBH-693,,0.7455236194255916,,0.6448950117996424
CBJ-697,2.0,,2.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.7333106287217793,,0.7102100083889007,
CBJ-697,,0.5209356155827137,,0.5157355184864549
CBJ-697,0.5258985334381974,,0.5438455221695369,
CBJ-697,0.8745785976068601,,0.8628857048123819,
CBJ-697,0.554071626308839,,0.5216253513515097,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.6578487273894739,
CBJ-697,0.0,,0.6806873209704929,
CBJ-697,0.0,,0.652848453813444,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBJ-697,0.5180776788303018,,0.5507200290378927,
CBJ-697,0.0,,0.0,
CBJ-697,0.0,,0.0,
CBL-698,2.0,,2.0,
CBL-698,,0.6380615787479755,,0.6683313115407467
CBL-698,0.8745785976068601,,0.8628857048123819,
CBL-698,0.6776698033882239,,0.565315271370276,
CBL-698,0.4405408426860883,,,0.5516746973908689
CBL-698,0.0,,0.6390899479414834,
CBL-698,0.0,,0.6305228294140736,
CBL-698,0.0,,0.6305228294140736,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.6005211133387935,,0.5510461635914914,
CBL-698,0.0,,0.645108357391031,
CBL-698,0.0,,0.7780705821337534,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBL-698,0.0,,0.0,
CBM-702,2.0,,2.0,
CBM-702,0.6260352174281147,,0.5888290923979773,
CBM-702,0.42321888049602824,,0.3327959547955801,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.7710630018059943,,0.6898103734067805,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.6905141210296876,,0.6784833568695109,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.8745785976068601,,0.8628857048123819,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.0,,0.0,
CBM-702,0.5469820753415339,,0.47901042405906263,
CBM-702,0.3841956603120492,,,0.3370644637454034
CBM-702,,0.3241151310566368,0.44161393834564194,
CBM-702,0.48724259847293905,,0.5358134808781309,
CBM-702,0.5247726410950273,,,0.4934016962502328
CBM-702,0.5470265520745433,,0.5811199259551898,
CBM-702,,0.0,,0.0
CBP-707,2.0,,2.0,
CBP-707,,0.7101723921527487,,0.7181036874972738
CBP-707,0.8745785976068601,,0.8628857048123819,
CBP-707,0.5811393626954854,,0.6330656576107478,
CBP-707,0.5424227449726353,,0.6139757100054463,
CBP-707,,0.43533067739150105,,0.2705517324055837
CBP-707,0.6779566278531607,,0.6401816720798693,
CBP-707,0.6005211133387935,,0.5510461635914914,
CBP-707,0.0,,0.0,
CBP-707,0.0,,0.0,
CBP-707,0.4852866999674211,,0.4717476838663452,
CBP-707,0.7093772702257071,,0.7789630041906285,
CBP-707,,0.531017010293181,0.6869940691724519,
CBP-707,0.5913816539767758,,0.5859027707692489,
CBP-707,0.5492783494468821,,,0.5136746691832371
CBP-707,0.0,,0.5530781230474519,
CBP-707,0.0,,0.0,
CBP-707,0.0,,0.0,
CBP-707,0.0,,0.0,
CBP-707,0.0,,0.0,
CBP-707,0.7554962543955506,,0.7080832031197661,
CBP-707,0.768353054741348,,0.6719005679353358,
CBP-707,0.7181247771918229,,0.631375244937005,
CBP-707,,0.5413349699765222,0.47120449691807803,
CBP-707,0.556489962481508,,,0.3405047923248654
CBP-707,0.6194652657586913,,0.5927320795329062,
CBP-707,,0.4747476233927709,,0.575975015896018
CBS-711,2.0,,2.0,
CBS-711,0.6971485275693751,,0.6264945944989359,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.0,
CBS-711,0.6617692801171631,,0.6341793753700681,
CBS-711,,0.47563015287157984,0.4709438318418924,
CBS-711,0.5106473386485636,,0.36422653074621775,
CBS-711,,0.28715466046092464,,0.33337317355433127
CBS-711,0.3893451067890806,,0.40659307560218466,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.6412637787469372,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.0,
CBS-711,0.0,,0.559334173644888,
CBS-711,0.0,,0.6422213177797584,
CBS-711,0.8745785976068601,,0.8628857048123819,
CBS-711,0.6905588773949023,,0.720120331835892,
CBS-711,,0.5697343269822039,,0.6933156817395748
CBS-711,0.688534112920867,,0.7408621547818116,
CBS-711,,0.0,,0.0
CBW-715,2.0,,2.0,
CBW-715,0.7604255864892119,,0.7884685540347294,
CBW-715,,0.7101723921527487,0.7181036874972738,
CBW-715,0.7284094191803802,,0.6431855100545264,
CBW-715,0.7068514058218516,,0.6260142052301867,
CBW-715,,0.4510248896744601,,0.43463415268489586
CBW-715,0.7547038907915292,,0.7076147205496787,
CBW-715,0.7076126262904682,,0.6846808252476304,
CBW-715,0.0,,0.0,
CBW-715,0.0,,0.0,
CBW-715,0.7104222666293618,,0.6790797775441532,
CBW-715,0.0,,0.7064506661409862,
CBW-715,0.0,,,0.5731377718381163
CBW-715,0.4747476233927709,,0.575975015896018,
CBW-715,,0.3468377596228109,,0.5548602933962089
CBW-715,0.6042981959830579,,0.6304285677369253,
CBW-715,0.6333917108190157,,,0.6066965734895259
CCB-720,2.0,,2.0,
CCB-720,,0.7709793057872115,,0.5189748233865734
CCB-720,0.8069865631440539,,0.6989081019589145,
CCB-720,0.0,,0.0,
CCB-720,0.0,,0.0,
CCB-720,0.7093772702257071,,0.7789630041906285,
CCB-720,0.3653424550080897,,0.47728041503313584,
CCB-720,,0.2946780698563267,,0.3006066501263993
CCB-720,0.4480584702292382,,0.4122571401903595,
CCB-720,0.8745785976068601,,0.8628857048123819,
CCB-720,0.0,,0.0,
CCB-720,0.0,,0.0,
CCB-720,0.26421276997058846,,0.23830486434866696,
CCC-721,2.0,,2.0,
CCC-721,,0.6809057161982097,,0.6376705357921857
CCC-721,0.8378177294278359,,0.7681389064993795,
CCC-721,0.0,,0.645108357391031,
CCC-721,0.0,,,0.5378969437357269
CCC-721,0.6263688966416651,,0.6269426237220942,
CCC-721,0.0,,0.0,
CCC-721,0.0,,0.0,
CCC-721,0.7760811156452417,,0.6657613478657067,
CCC-721,0.0,,0.0,
CCC-721,0.0,,0.0,
CCC-721,0.6422178672902493,,0.5303088030567206,
CCC-721,0.7547038907915292,,0.7076147205496787,
CCC-721,,0.7059849162692239,,0.6404123091690285
CCD-722,2.0,,2.0,
CCD-722,0.47912871121387807,,,0.34363276115846836
CCD-722,,0.4177721610787229,0.3462540087658025,
CCD-722,0.5994569487017587,,0.5286286245276802,
CCD-722,,0.4436309486901974,,0.35233125044062563
CCD-722,0.4804935360537187,,0.3602896585979613,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.7028733196986345,,0.5998169732396196,
CCD-722,0.8378177294278359,,0.7681389064993795,
CCD-722,0.4958711032494342,,0.46965686552140634,
CCD-722,,0.17741993795591957,,0.30594708780634994
CCD-722,0.300271726851348,,0.5715236693926679,
CCD-722,0.5000639474678137,,0.4732702795470824,
CCD-722,,0.39504891440766926,,0.36163483985607986
CCD-722,0.8069865631440539,,0.6989081019589145,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.4966049324746131,
CCD-722,0.0,,0.0,
CCD-722,0.0,,0.0,
CCD-722,0.6193484743693938,,0.5106638939679677,
CCD-722,0.6207589488158841,,0.7114370128911717,
CCF-724,2.0,,2.0,
CCF-724,0.6194652657586913,,0.5927320795329062,
CCF-724,,0.15326363921471706,0.2109290096107024,
CCF-724,0.392852725837087,,,0.19134860810213744
CCF-724,0.5881286205299834,,0.5822788335148773,
CCF-724,0.7093772702257071,,0.7789630041906285,
CCF-724,0.7921043140363008,,0.7643223081820134,
CCF-724,0.5048159716820732,,0.4534569784503354,
CCF-724,0.0,,0.0,
CCF-724,0.0,,0.0,
CCF-724,0.7629483009836476,,0.6558202980904814,
CCF-724,0.8745785976068601,,0.8628857048123819,
CCF-724,0.677587577441281,,0.6085885925335648,
CCF-724,,0.5860321973914239,,0.5737210558748866
CCF-724,0.6984894678873145,,0.7754488486757538,
CCF-724,0.6985950791001702,,0.6174006090793362,
CCF-724,,0.36954250771321934,,0.375690855758033
CCH-726,2.0,,2.0,
CCH-726,,0.0,,0.0
CCH-726,0.6551354217931413,,0.5712407956398954,
CCH-726,0.715330957427472,,0.6391597414384069,
CCH-726,,0.677587577441281,,0.6085885925335648
CCH-726,0.8745785976068601,,0.8628857048123819,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.5435571202500853,,0.44982705647696114,
CCH-726,0.7356774886649605,,0.6452327938295612,
CCH-726,0.622401607783055,,0.6040432487297074,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.8128753288695144,,0.7540656553303107,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.0,
CCH-726,0.0,,0.7173142416296475,
CCH-726,0.8013127623620887,,0.7785858498902173,
CCL-730,2.0,,2.0,
CCL-730,,0.43312208803895497,,0.3795997927717795
CCL-730,0.6015543011344899,,0.4906760268564818,
CCL-730,1.0000000000000002,,1.0000000000000002,
CCL-730,0.49502284960466725,,,0.5060378814191703
CCL-730,0.0,,0.6404175438143798,
CCL-730,0.0,,0.645108357391031,
CCL-730,0.6005211133387935,,0.5510461635914914,
CCL-730,0.4881021958404901,,,0.38515827645403006
CCL-730,0.4206733771803848,,0.5059716985480744,
CCL-730,,0.3505522731224737,0.6042164199940416,
CCL-730,0.4601379096348509,,,0.5621760617893716
CCL-730,0.0,,0.5953484657734173,
CCL-730,0.0,,,0.5238425939844857
CCL-730,0.6505040561824501,,0.5845504260422878,
CCL-730,,0.5913017837428663,,0.5405782101204619
CCL-730,0.753087547906665,,0.6026056312242881,
CCL-730,0.0,,0.0,
CCL-730,0.0,,0.0,
CCL-730,0.7177050556096912,,0.6511686523755221,
CCL-730,0.768353054741348,,0.6719005679353358,
CCL-730,0.7554962543955506,,0.7080832031197661,
CCL-730,,0.6225942904706013,,0.6537319350076601
CCX-744,2.0,,2.0,
CCX-744,0.41216494102879014,,0.3098987969102535,
CCX-744,0.0,,0.0,
CCX-744,0.0,,0.0,
CCX-744,0.6551052162793692,,0.6601686677990546,
CCX-744,,0.5913816539767758,,0.5859027707692489
CCX-744,0.5984475024991837,,0.6266148958728786,
CCX-744,0.6878644348324914,,0.7156565908514334,
CCX-744,0.7617426670910289,,,0.6500829815904396
CCX-744,0.7156578355805655,,0.7190880298148953,
CCX-744,0.5304493145007897,,0.37415499306895705,
CCX-744,0.0,,0.0,
CCX-744,0.0,,0.0,
CCX-744,0.786435452869715,,0.711026502277847,
CCX-744,0.0,,0.0,
CCX-744,0.0,,0.0,
CCX-744,0.6494603485439835,,0.583056443442066,
CDG-753,2.0,,2.0,
CDG-753,0.0,,,0.6404175438143798
CDG-753,0.0,,0.6576050304437701,
CDG-753,0.5595724924177176,,0.5141737188301685,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.22441520359548486,,0.32456705406489006,
CDG-753,0.658072781194138,,0.6485376591204371,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,0.531017010293181,,0.6869940691724519,
CDG-753,0.5913816539767758,,0.5859027707692489,
CDG-753,,0.4140184102544303,,0.4687369654350793
CDG-753,0.6283090675167448,,0.5393918124454604,
CDG-753,0.3468377596228109,,0.5548602933962089,
CDG-753,0.0,,0.0,
CDG-753,0.0,,0.0,
CDG-753,1.0,,1.0,
CDG-753,,0.8018918978735675,,0.8004385412554964
CDH-754,2.0,,2.0,
CDH-754,0.0,,0.0,
CDH-754,0.0,,0.0,
CDH-754,0.5821384700573143,,0.5854283946337135,
CDH-754,0.0,,0.0,
CDH-754,0.0,,0.0,
CDH-754,0.0,,0.0,
CDH-754,0.41000264431201316,,0.43504914598978056,
CDH-754,0.0,,0.0,
CDH-754,0.0,,0.0,
CDH-754,0.7892054450438144,,0.7285392773758415,
CDH-754,0.5733858839708699,,0.5394595128274601,
CDH-754,,0.0,,0.0
CDM-759,2.0,,2.0,
CDM-759,,0.6272105948783059,,0.5152779568134549
CDM-759,0.6348321642010039,,0.6327909507094182,
CDM-759,0.6573034956067993,,,0.5528900764188035
CDM-759,0.6322534542201863,,0.605759573893262,
CDM-759,,0.2546725920258381,,0.3533485718505746
CDM-759,0.6494603485439835,,0.583056443442066,
CDM-759,,0.6193484743693938,,0.5106638939679677
